smiles1,smiles2,ged
COCC#C,c1cnn[nH]1,8
C1CN1C=O,ON=C1CC2CC12,7
NC(CO)C#N,Cc1cc([nH]c1)O,8
C#CCC1CC1,Cc1c[nH]nn1,9
C1COC1=O,CC1NC1CO,6
CCCC(=O)C,CCOC(C)C,3
C#CCC#C,CC1(CO)CO1,7
c1c(nco1)O,C(#N)C(C#N)O,7
CC(C)C#C,CC12CC(C1)C2,5
CCC=O,C#CCC=O,2
C1CC1C(=O)N,C12C3C1N1C2C31,5
OC1CN2CC12,Cc1ccccc1,11
C1C2OCOC12,Cc1c(cco1)O,8
C#CCCC#C,CC1=CNC(=N)O1,7
COC,CC1NC1C#N,8
c1c(non1)N,C1C(=NO)C=CN1,9
C(#N)C(C#N)N,OCC1CC1O,6
CCCC(C)O,c1cnnnn1,11
C(COC=O)O,C1C2CC1CC2,6
CC1CCC=C1,c1c(nc(o1)O)N,10
N=COC=O,C(F)(F)(F)F,9
CC(N)C#N,C(CC#N)C#N,4
CN1CC(=O)C1,CCC#CC#N,6
C#CCC(=O)N,Cc1nc(co1)N,8
O=CC1CN1,Cc1cc[nH]c1,9
CC#CC#N,OC1CCC1O,6
OC1CCC1=O,c1cc([nH]c1N)O,9
C#CC#C,COC(=O)C#N,7
c1ncoc(=O)n1,Cc1cocc1N,9
OCCC1CO1,c1c(c(c[nH]1)N)N,10
CCCC#C,C#CCC1CO1,3
CC1(CO)CN1,c1cncoc1=O,6
[NH3+]CC([O-])=O,Cc1c(nco1)O,9
CC(=O)C#N,CN=COC=O,6
C#CCC=O,c1c(oc(=O)o1)O,7
CC(=O)C(=N)N,C1OCC2NC12,6
CC(C)(C)C=O,CC1(CC1)C#C,3
Cn1ccnc1,COC(C)CO,4
CNC(=N)C#N,Cc1coc(n1)C,10
CC(O)C1CC1,c1nc([nH]n1)O,9
CCC(C)C,C(C(F)(F)F)N,5
CC(=O)C#N,C#CCC1CC1,7
OCC(O)C=O,CC1=CCOC1,5
CC1CC1(C)O,C1CC(C1)C#N,5
CC(O)CO,c1c[nH]cc1O,7
CCC(=O)OC,Cc1cocc1N,8
CC(=O)NC=O,CC1CC=CC1,5
NC1COC1=N,CC(O)C1CN1,4
OC1CCC=C1,ON=C1CC2OC12,6
CC(C)CC=O,C(CO)NC=O,4
C12C3C1C1C2C31,c1[nH]c(c(n1)O)O,13
CC(C#C)C#C,Cn1ccc(c1)O,6
CC1CC(=O)O1,C#CC(=O)C#N,6
OC1CCC=C1,C(C=O)OC=O,4
C#CC(=NO)CO,ON=C1CN2CC12,4
Cc1n[nH]nn1,CC1=COC(=N)N1,10
c1c[nH]c(=O)[nH]1,C1CC12CCO2,6
C1C2CC1C=C2,c1c(c(co1)N)N,10
C1C(CC1=O)O,C#CCCCO,4
C1C(CC1=O)O,C1CC2(C1)CC2,5
CC1NCC1=O,C1CN1C(=O)N,5
CC1=CCCC1,CC#CC#CC,3
C1C2C3C1CN23,c1c(coc1N)N,10
N=COC=O,CN=C(C#N)N,7
CN=C(C=O)N,c1ncoc(=O)n1,6
CC1(CN1)C#C,c1c(oc(=O)[nH]1)O,7
c1c(coc1N)N,c1cnc(cn1)O,5
C=O,C#CCC=O,6
c1c([nH]cn1)O,CCCC(C)C,8
C(=O)C#CC#N,c1ccnnc1,7
CCCOC=O,O=CCC1CN1,3
c1c(nno1)N,CCC(=NO)C#C,10
C(F)(F)(F)F,c1c([nH]c(n1)O)O,13
COC1CC1O,Cc1ccccc1,10
c1c[nH]c(=O)[nH]1,CC1CC(=O)N1,3
CC(=O)N,c1c(n[nH]n1)O,8
NC(C#C)C#N,c1cnc[nH]c1=O,7
CC(O)CO,Cc1ccc[nH]1,8
C1C2C3C1CN23,Cc1nc[nH]n1,9
O=CC1CN1,CC1(CO)CN1,3
CCC(CC)O,Cn1cccn1,4
O=CCC1CN1,CCC1OC1C,4
CC1(CC1)C,CC12CCC1O2,4
C1COCCO1,c1cn[nH]c1N,9
CC(C)(C)C=O,N=C1N=COC=N1,10
COC(C)C#C,Cc1coc(=O)[nH]1,6
c1cn[nH]n1,C1C2C1C1CC21,12
C(C=O)OC=O,c1c(n[nH]n1)N,10
C(=O)C#CC=O,CCN1CC1C,7
CC1CN1C=O,c1cc(oc1N)O,9
CC(=O)N(C)C,CCOCCO,5
CNC=O,CC1=NCCO1,7
CC1NC1C#C,C1CC1C1CO1,5
C1CC1O,CC1CC=CC1,7
C#CC(=O)C=O,CC1CN=CO1,6
C1NC1C1CN1,N1C2C1C1OC21,2
CC1CC(C1)=NO,Cn1cccc1O,5
CC(C)C,OC1=COC(=N)N1,10
CNC=O,C1COC(=O)O1,6
C(CO)C#N,C#CC1CO1,2
CC(=O)CO,Cc1cc[nH]c1O,8
CC(C)O,N#CC1CCO1,5
c1nnco1,C#CCN1CC1,10
CC#C,C#CC(=O)N,4
COCCOC,c1c(nc([nH]1)N)O,9
C1CC2CCC12,c1ncoc(=O)n1,6
CC(O)CCO,CCOC1CC1,4
Cc1cnco1,c1c(nc(o1)O)N,5
OC1CC2CC12,Cc1c(nco1)O,9
N=C1CCO1,CC(O)CC#N,4
CC1NC1C#N,C1C2OC=NC12,6
CC(O)CO,OC1CCC1=O,4
C1CC1N2CC2,Cc1cn(cn1)C,5
N=C1OCC=C1,c1c([nH]c(n1)O)O,9
NC(=[NH2+])C([O-])=O,OC1CC=CC1,7
CC(C)(C)C#C,c1conc1N,9
OC1CC(O)C1,CCCOC=O,5
CC(C)(CO)O,COCC(C)O,2
c1[nH]nc(n1)N,Cc1cc[nH]c1C,5
C(#N)C(C#N)O,C1C2C3CN1C23,7
CC1CC(O)C1,O=CC1CCO1,3
CC(=O)C,CC(=NO)COC,7
CC(CO)C#N,CN=COC=O,5
CC(=NO)C,Cn1nnnn1,7
CC1OCC=C1,C1C2OC1C=C2,1
COCC1CC1,c1c([nH]c(=O)[nH]1)N,7
OC1CC1C#N,CC(O)C1CN1,3
C(=O)C(=O)C#N,N#CC1CCO1,4
COCCCO,c1cn[nH]c1N,8
CCC(C)CO,C1C2OCOC12,3
CCOC,c1c([nH]c(=O)[nH]1)O,8
CCCOC=O,OCCOC=N,2
CC(C)OC=O,OC1CC2NC12,5
c1noc(=O)o1,c1c[nH]c(=O)nc1,7
CCCCCO,c1c(oc(n1)O)N,8
CC#CC#C,Cc1cnno1,8
c1cnn[nH]1,Cc1cnno1,3
CC(C=O)C=O,CN=C(C#N)N,7
c1[nH]nc(n1)N,c1[nH]c(c(n1)O)O,4
CCC(C)CC,OC12CC1OC2,4
CC(C)CC#N,C1C2C3CC2C13,6
CC(C)C1CO1,Cc1cc(oc1)C,8
CC1(COC1)O,CC(CO)C#N,4
CC1C2CCC12,Cc1ccno1,8
CCCC1CC1,c1c(oc(=O)o1)O,7
CC#CC(=O)C,C(C#CCO)O,3
CC1(CC1)C#C,Cc1ncc(o1)N,10
NCC(N)C#N,C(#N)C(F)(F)F,5
C(CO)C=O,C#CCC(=O)N,4
C1C2CCOC12,CC1NCC1=NO,7
C1C2C3CN2C13,c1ccc(cc1)O,11
C1CN1CCO,N=C1OC=CN=C1,6
CC=O,C#CC(=NO)C#C,9
C1CC(=O)C=C1,CCCC(=NO)C,4
Cc1[nH]ncn1,c1cc([nH]c1N)O,5
C,CCCC=O,8
CCOCC#N,COCCOC,4
CC1CC1O,N#CC1CCO1,4
c1nnno1,CC(=NO)CC#C,11
CC12CC(C1)C2,C#CC(F)(F)F,6
C(C(=O)CO)O,CCC#CC#N,6
N#CC1CO1,c1c(c[nH]c1N)O,9
c1cc([nH]c1)N,CC(C=O)C=O,9
CNC=O,CC(=O)CO,4
CC1CC(=O)C1,O1C2C1C1OC21,4
CC1CC2CC12,Cc1coc(n1)O,10
CCC1CC1,CCCCCC,3
c1c(oc(=O)o1)O,c1cnc(=O)oc1,4
CC(C)C1CC1,Cc1c[nH]c(n1)C,8
c1nnno1,c1[nH]c(c(n1)N)O,6
CCC1COC1,OC1=COC(=N)O1,6
CC(=O)OC=N,Cc1cc([nH]c1)N,9
CCC(C)(C)C,CCC#CCC,4
OC1CC1C=O,CC1=COC(=N)N1,7
CCC(C)(C)C,CCOC(=O)C,5
C(C#N)O,C#CCC(=O)N,6
C1CC(=O)C1,Cc1c(nc[nH]1)O,10
OC1CCC1=O,Cc1cnc(o1)N,10
Cc1cnc(o1)C,c1c(oc(=O)[nH]1)O,8
CN(C)C=O,C(C#N)C(=O)N,6
CCCOC,CC1CN=CO1,4
c1c[nH]nc1,Cn1cccc1,8
C(C#CC=O)O,C(C(F)(F)F)N,8
C1CC12CCO2,c1c([nH]c(=O)[nH]1)N,8
c1cc(oc1)N,CC(=O)CC#N,7
CCC#C,N=COC1CC1,7
c1c(oc(=O)o1)N,c1coc(c1O)N,7
C(=O)(N)N,c1cc[nH]c1,9
CC1(CCC1)O,CC1CN1C=O,5
CC(C)CC#N,C1C2C1C1OC21,5
CC(=O)OC,c1c(oc(n1)O)N,9
CC1CC(=N)O1,CCNCC#N,4
Cc1nnon1,c1c(c(co1)N)N,6
OC1CN2CC12,CC(=NO)COC,6
CCC(CC)O,CC1CCC1=O,2
C(C=O)NC=O,c1conc1N,7
CC1CO1,c1nc([nH]n1)O,9
CC1CC=CC1,C1CC1C2CC2,4
C#CC#CC#C,CC1CC2OC12,6
CCC(C)C,c1c(coc1N)N,9
CC1CC1CO,C1CC1C(=O)N,4
c1cocc1N,OC12CC1OC2,7
C(C=O)C(=O)N,Cc1cnccn1,10
CC(=O)N,CC(C)C1CO1,7
CC1(CO1)C#C,Cn1cnnn1,7
CC([NH3+])C([O-])=O,CC#CCC#C,7
CC(C)(C)OC,CC1(C)CC1O,3
CC(=O)C(=N)N,c1coc(=O)cn1,7
C(#N)C#N,c1c[nH]c(c1O)O,11
CC(C)(C)O,Cn1cncn1,7
CC(=O)N(C)C,c1(n[nH]nn1)O,10
C#CCC1CO1,c1c(coc1N)O,9
CCC(C)C,Cc1[nH]cc(n1)O,9
CC=O,C1C=CC2OC12,9
CC(=O)C,Cc1ncco1,8
CC(CO)CO,c1coc(=O)cn1,7
CC1(CC1)C=O,c1ncnnn1,12
CCC(=O)N,CCOC(C)C,6
C1CC1(CO)O,c1c(nc(o1)O)N,9
c1coc(=O)[nH]1,CCCC1CO1,5
CC(=O)C#N,c1c(nc([nH]1)N)O,10
C#CC#CC#N,c1c(oc(=O)o1)O,9
COC(=O)C#C,c1[nH]c(c(n1)O)O,9
OC1CCC1O,CCCCC#C,4
Cc1ccoc1,CC1CN=CO1,7
C(C#N)C#N,c1ncncn1,8
CC(C)(CO)O,OC1=COC(=N)O1,7
C1CC1CC=O,C1C2OC1C=C2,5
C1C(CO1)CO,CN1CC(=NO)C1,5
C#CCC1CC1,c1cc[nH]c(=O)c1,6
CC1(CN1C)C,OC1CNC1=O,6
C(=O)C(=N)N,CC1(CC1)C,6
Cc1ccn[nH]1,c1ccnc(c1)N,6
C#CCO,CC1OC1C,4
CC1(CN1)C#N,CC12CC1OC2,4
C(#CC#N)C#N,c1c(non1)N,8
CC([NH3+])C([O-])=O,c1coc(c1N)O,8
C1CC1(C#N)N,OC1=COC(=N)N1,9
CC1CNC1=O,c1[nH]c(=O)ncn1,5
c1c(nc([nH]1)O)O,Cc1[nH]c(cn1)O,1
c1coc(n1)N,C1CC12COC2,10
N=C1CN=CN1,Cc1cn[nH]n1,8
CC(C)C=O,CCOCC#C,6
CC1CCOC1,CCCC1CO1,2
C#CCOC=O,NC1=COC(=N)O1,7
CC1(CC1)CO,CC(=NO)CC#N,5
c1cnoc1,c1coc(=O)cn1,11
CC#CC1CC1,Cc1cc(oc1)N,8
C1C2OC=NC12,c1coc(c1N)N,9
CN(C)C=O,C(CO)C#N,5
CC(=NO)CC#N,c1c(c[nH]c1O)O,9
CC(C)(C)OC,CN1CC(=NO)C1,7
CC1CC1C#N,c1c(n[nH]n1)O,9
c1cn[nH]n1,CC1(CO1)C#N,10
CCC(=NO)C#C,Cc1ccccn1,8
CCCCC=O,c1c(c[nH]c1N)O,9
C1C2C1N1CC21,Cc1ccc([nH]1)O,9
CC1CCCC1,c1c(nc(o1)O)N,10
OC1CC1C=O,Cn1cccc1N,7
CC(O)C#C,c1ccc(cc1)N,9
C(=O)C(=O)C=O,CC1(CC1)CO,6
CC1CC2OC12,CC(=NO)C1CN1,6
O=CCC1CO1,OC1=CNC(=N)O1,7
C1C2CC1C2,c1nncnn1,12
CC(C)C,CC(C)CC#N,4
C1CN1CC#N,C#CC(=NO)CO,8
CC#CC(C)C,CCCC(=NO)C,5
C(CO)C(=O)N,C1C2CCCC12,6
CC(C)(C)C#C,N=C1C=COC=N1,9
CCOCCO,CCC1CCC1,3
C1C2CC1O2,CCOCC=O,4
COCC(C)O,C1CC1CC=O,4
c1c[nH]cc1O,Cc1c[nH]c(=O)[nH]1,9
CC#CC1CN1,c1ncnc(n1)N,10
CC1CNC1=O,c1c(n[nH]n1)N,9
CCOC,CCC(=O)OC,4
C#CC#N,C1NC1C1CO1,8
c1(n[nH]nn1)N,Cc1ccccn1,8
Cc1ccc([nH]1)C,c1cncoc1=O,9
CC(C)O,c1ccncc1,10
CC1CC1(C)C,C(=O)C(C=O)O,7
C1CC1C=O,CC12CCC1O2,6
c1[nH]nc(n1)N,c1ccc(cc1)O,8
COC,CC1CCO1,5
c1c[nH]ccc1=O,Cc1cncnc1,10
C(=O)C(=O)C=O,Cc1c(cco1)N,10
C1C(=O)OCO1,ON=C1CC2CC12,6
COC(=O)CO,CC1OC1CO,3
CC(=NC)OC,O=C1CC2NC12,6
C1C2C3CC1N23,OC1=COC(=N)O1,8
CCCC#C,CCC1CC1C,4
CCNC=O,CC#CC(=NO)C,7
c1cnc[nH]1,CC(C=O)C#C,9
C1C(CO1)CO,c1c(nno1)N,9
CC(=O)C1CC1,c1c(coc1N)N,9
Cc1conn1,Cc1coc(n1)N,3
Cc1ncon1,CC1=COC(=N)N1,8
CCC1(CC1)O,CC1CC2OC12,3
C1CC1CC#N,OC1C2CC1C2,5
CC1CC(O)C1,C#CC1CCC1,3
C#CC#CC#C,CC#CC1CO1,5
CC(C#N)C#N,Cc1ccc([nH]1)C,9
CC(O)CC#N,CCC(C)CC,4
CC12CC(C1)C2,c1cnc(cn1)O,11
c1nnon1,C1C2CC1CC2,12
c1nc(=O)nco1,c1ncnc(n1)N,9
C(=O)C(=O)N,OC1COC1=O,5
[NH3+]CC([O-])=O,COC1CC1O,6
CC(C)OC=O,C#CC#CC#N,6
Cn1cnnc1,Cc1c(nc[nH]1)C,9
CNC(=O)NC,CC(=NO)C1CN1,6
CN(C)CC#N,CC1C2CCC12,5
ON=C1CC2NC12,Cc1cccnc1,10
C1CC1O,C(CO)CO,3
Cc1cnc(o1)N,Cc1c[nH]c(=O)o1,7
CC(=O)C#N,O=CCC1CN1,6
CC(C)CC#C,CC(C)C(C)C,2
C(C#N)O,CC#CC1CC1,7
CC(C)(C)C,N=COCC=O,8
NC(=O)OC=N,c1(nnon1)O,7
COC1COC1,Cc1cnoc1,8
CC1(CC1)C,OC1CC1C=O,5
CC#CCCO,c1cnc(nc1)O,8
C1CO1,CC(C)CC#C,8
CCCC1CO1,C1C2OC1C=C2,3
CC(C)CCO,OC(C=O)C#N,5
CC(=O)CCO,c1ccnc(c1)N,10
OC1CCOC1,CN=CNC=O,5
CC(C)CC#N,CCOC(=O)C,5
C1CC1,Cc1ncccn1,12
CC1CC(=O)O1,Cc1c(nc[nH]1)C,10
ON=C1CCC1O,c1c(nc([nH]1)O)O,9
C1C2C3CC2C13,c1c(oc(n1)N)N,12
c1coc(=O)[nH]1,OC1=COC(=N)N1,4
CN=CNC=O,CC1OC1CO,6
N#CC1CN1,c1ncnnn1,9
CC1CC1,CNCC#N,4
c1cocc1N,C(=O)C(C=O)O,7
C(C=O)O,CC1CC1CO,7
CC(O)C#C,c1c(c[nH]c1N)N,9
c1c(nco1)O,C12C3C1C1C2C31,11
OC1C(O)C1O,OC1CC2OC12,4
C1CC1,C(CC=O)CO,7
Cc1c[nH]cn1,CC1OC1CO,9
Cc1cocn1,CC1(C)CC1O,7
C1C(CO1)O,CC(C)(C=O)O,4
C=O,C(C=O)C(=O)N,8
C1CC12COC2,C1NC1C1CN1,4
CCOC=O,CCC(=O)NC,5
CC(=O)C1CC1,C1C2OC1C=C2,4
c1cnccn1,CC(C)(C#C)O,10
C(C=O)O,O1C2C1C1OC21,8
OCC(O)C=O,C1CC2(C1)CC2,6
Cn1nnnn1,CC(=NO)CC=O,8
C(C(=O)N)O,CC([NH3+])C([O-])=O,4
CC#CC#N,C(#N)C(F)(F)F,7
N,N1C2C3NC2C13,13
C(=O)NC=O,c1ccoc(=O)c1,8
N=C1CCCO1,Cn1nnnn1,7
CC1CC=CC1,C1C=CCC1=NO,4
C(C#CCO)O,c1(nnon1)N,10
c1c([nH]c(n1)O)N,c1cnc[nH]c1=O,8
c1[nH]nc(n1)N,Cc1ccc(o1)C,6
CC(O)C#N,Cc1ccc([nH]1)O,9
CCOCC=O,CC1CN1C=O,3
C#C,c1(=O)[nH]nno1,11
c1[nH]cnn1,c1cc(cnc1)O,8
c1ncncn1,CC1(CO1)C#C,11
CC1C(C)N1C,COCCC#C,4
CCO,CC#CC,4
c1c(nc(o1)O)N,Cc1cocc1N,4
COC(C)CO,c1ccnnc1,9
COCC=O,Cc1[nH]ncn1,9
O=C1OC2CC12,c1c[nH]nc1O,9
COC(=O)N,C1CCC(C1)O,6
OC1CC1O,C(C#N)NC=O,6
CC(C)COC,N#CC1CCN1,6
C(=O)C(=N)N,C1CCC(=NO)C1,8
CC(O)C(C)O,Cn1cccc1N,6
Cc1cc[nH]c1,c1c([nH]c(=O)o1)N,10
N=COCC#C,C1C2C3CC2C13,7
O=CC1CO1,CC(=O)CCO,3
CC(=O)CO,CC(=NO)COC,5
COC,c1[nH]nc(n1)N,10
CC#CC#N,Cn1ccc(c1)N,7
Cn1ccnc1,C1C2C1N1CC21,3
c1cc(oc1)N,N=C1OC=NO1,8
CC(C)C(C)C,C1C2CC=CC12,4
c1[nH]cnn1,CCC1OC1C,11
c1cnoc1,N=C1C=COC=N1,10
c1cc([nH]c1N)N,c1c(cncn1)O,6
c1ccnnc1,CC(=NO)C1CO1,11
CCC(=O)C=O,CCN=COC,5
CC1OCC1=O,C(C=O)NC=O,4
Cc1ccc[nH]1,C1CC1CC=O,7
CC1CN1C,Cn1cncn1,5
CCC(O)C=O,CN1CC1C#C,5
CC1CO1,CCC(=O)CC,6
CC(=O)C#C,COC(C)C#N,4
OC(C=O)C#C,CCC#CCO,4
CNC(C)C#N,CC1(CO1)C=O,4
CC(=NO)C#C,CC(O)C(N)=O,5
CC1(CC1)C,Cc1cnon1,9
CC(C)(C#N)O,C1CC1(CO)O,3
c1c(cn[nH]1)N,CC(=NO)C1CO1,10
CC(C)CO,CCC(=O)C=O,5
N=C1NC=NC=N1,Cc1c(cc[nH]1)N,9
CC(O)C=O,CNC(=O)N,4
OC1CC1C#C,OC1C2CC1O2,5
COCC#N,C1C2C3CN2C13,7
C1C(=NO)CO1,C1COC(=O)O1,6
CC12CC(C1)O2,N=C1OC=CC=N1,9
COCCO,c1nc(no1)N,8
CCCCC,Cc1c[nH]cc1O,9
CCCCOC,COCCOC,1
CC1CN1C,OC1CC2OC12,5
c1[nH]ncn1,CC(=O)C1CO1,11
CC(C)(C)C#N,CCCC1CC1,5
CC(O)CC#C,Cc1ccoc1N,8
C1CC(=O)NC1,Cc1c[nH]nn1,8
C(#N)C#N,C1CN1CC#N,6
CC1OC2CC12,CC(=NO)CC=O,6
CCC(=O)C,c1cncnc1O,10
CCC(C)OC,CC(=O)C1CO1,4
CC=O,Cc1c[nH]c(n1)O,11
CC#CC(C)O,Cc1c(nc[nH]1)C,9
C(CO)O,c1cnoc1N,9
C#CCCC#C,Cc1c(ocn1)N,10
CCCO,Cc1cocn1,7
CCC(=O)C,Cc1coc(n1)C,8
CC(O)CC#N,C1COC(=O)N1,5
c1ncon1,Cc1coc(n1)O,5
C#CC(=O)CO,C(COC=O)O,4
CC(C)CC#C,c1cc([nH]c1N)N,9
CCOCC#N,CCC1CN1C,5
Cc1cc(c[nH]1)N,OC1=CNC(=N)O1,9
COC(=O)N,C1OCC2OC12,7
CC(CO)C=O,C1CC(=NO)C=C1,6
CN(C)CC#N,Cc1[nH]ncn1,7
c1conn1,Cc1cc[nH]c1C,6
CN1CCC1=O,CC12CC1CO2,5
c1c(nco1)N,C1CC1C(=O)N,8
C1CC1O,CC1(CO)CO1,6
C#CC1CN1,c1ccoc(=O)c1,8
C(CO)C(=O)N,CC(=NO)CCO,4
CC1COC1=N,CCCN1CC1,5
c1ncncn1,CC1CCOC1,10
CN1CCC1=O,CCN=COC,5
Cc1cnccn1,Cc1ccoc1N,5
C(#N)C(C#N)O,CC1(CO1)C#N,4
CCC#N,C(C(F)(F)F)O,7
CC(C)(C#N)O,CC(C=O)C#C,3
C(=O)NC(=N)N,CCC(N)C#N,6
C#N,CC1COC1C,11
CC(C)CC#N,CCC(N)C#N,3
CCC#CC=O,C1C2OC1C=C2,4
c1c(n[nH]n1)N,C1COCC1=NO,11
N=C1OC=CO1,CCC#CC=O,6
CC(=O)COC,CC1(CO)CO1,4
C(=O)NC=O,CC#CC#CC,8
CC(C)(C)C#C,N=C1NC=NC=N1,10
c1[nH]cnn1,c1nc(c(o1)N)N,6
c1nc(c(o1)N)O,c1c(c(c[nH]1)N)N,4
CC(=O)N(C)C,c1c(n[nH]n1)O,9
CC(=NO)C,Cc1c(nco1)N,10
c1ccc(cc1)O,Cc1cocc1N,5
CC1OC1C,CCCN1CC1,5
C1CC1CCO,N=C1OC=CC=C1,6
C#CC(=O)N,C1C2C3CC1N23,8
C1C=CCO1,c1[nH]c(=O)[nH]n1,6
C(=O)C(=N)N,C1C2C3CC2C13,10
C(C(=O)C=O)O,C#CC1CCC1,6
C(C(CO)O)O,C#CC#CC#C,7
CC1C(C)C1C,N=C1OC=CN=C1,8
CC(C)OC,C#CC(C#C)O,4
COCC1CO1,Cc1cnc(o1)O,8
C#CCCC#N,N=C1OC2CC12,5
[NH3+]CCC([O-])=O,c1[nH]c(=O)on1,4
Cc1c[nH]c(n1)O,Cc1ccn(c1)C,9
C(C#N)C(=O)N,CCC#CC=O,5
CC1OC1C,COCCOC,5
O=CC1CCO1,c1[nH]c(c(n1)O)O,9
CN(C)CC#N,CC12CC1OC2,5
CCCC(=O)C,CCCNC=O,3
CC1COC1,COC(=O)CO,4
C#CC1CN1,c1cc([nH]c1N)N,9
CCOC(C)C,Cc1c(cc[nH]1)N,8
c1c([nH]cn1)O,CNC(=O)CO,7
c1cc([nH]c1N)N,c1cc(cnc1)N,4
CC(C#N)C#N,C1C=CC2NC12,7
COC(=O)N,C(=O)C(F)(F)F,7
c1c[nH]cc1O,CC(=O)CCO,7
C(=O)(C(=O)N)N,CC(C)N1CC1,8
CC1CNC1=O,CC#CCC#N,5
CN1CCC1=O,C1CCC=CC1,4
C1CCC1,CC12CC1CO2,6
CC1(COC1)O,Cc1cncnc1,10
CCCCOC,C1CC12CCO2,4
C(=O)NC=O,C#CC(=O)C#C,7
c1cn[nH]n1,NC1=CNC(=N)O1,11
C,Cc1c(ocn1)N,13
C1CC12COC2,OC1C2CC1O2,5
C#CC#CC#C,Cc1coc(n1)O,9
CC(O)CCO,c1c(c[nH]c1O)N,7
CC1(CN1)C=O,Cc1cc([nH]c1)C,9
C(=O)(C(=O)N)N,CC1(CO)CO1,7
C#N,C1C(=O)CN1,8
CNCC#N,CC1CC(=O)C1,6
c1ncon1,C1CC1(C=O)O,10
C(=O)C(=O)N,Cc1c(ocn1)C,10
C1CN(C1)C=O,CC(=O)C1CN1,4
CC1(CC1)OC,c1c([nH]c(=O)[nH]1)N,7
c1nnco1,c1cnc(cn1)N,8
CCC(=O)C#N,c1c(oc(n1)O)N,9
CC1(CN1)C#C,N#CCC1CO1,4
CC1(CC1)C,C1C2CC1C=C2,5
CC(C)NC=O,CC1(CN1C)C,4
C(=O)C#CC=O,O=CCC1CN1,4
C(CO)NC=O,Cn1cccc1N,6
CN(C)C(=O)N,CNC(=O)NC,2
c1cc[nH]c1,CC(C)C(=NO)C,10
CC1COC=N1,c1c[nH]c(c1O)N,8
CN1CC(=O)C1,ON=C1CC2NC12,6
C#CC1CCC1,C1CN1CC=O,5
COCC=O,C1CCC(C1)O,5
CCC(=O)C#C,c1c(con1)N,8
C#CC1COC1,O=C1NC2CC12,5
CC(=O)NC=N,Cc1ccn(c1)C,7
C1CCOC1,Cc1ccno1,8
CC1CNC1=O,CC(=NO)CCO,7
C(=O)N,CC1(CO)CO1,9
CC(O)C#C,CN=C1CCO1,6
OCC1CN1,CCCCC=O,5
Cc1c[nH]nn1,Cc1cnc(o1)O,4
C1COC(=O)N1,c1c[nH]nc1N,9
CC(C)O,CCC#CC#N,7
C,CCCCO,8
O=CC1CN1,CC(C)CC#N,6
C(C#N)C(=O)N,OC(C#C)C#N,4
C(#N)C(C#N)N,c1[nH]c(=O)on1,7
Cn1ccnn1,CCCC(=NO)C,6
CNC(C)C#N,CC1NCC1=NO,4
C#CCCC=O,Cc1c[nH]cc1C,8
CC(=O)CC#N,C1C2C1C1NC21,6
C(CO)C(=O)N,C1C2OCOC12,6
CC(=O)C#C,C1CNC1=O,3
CCCNC=O,c1conc1O,7
N#CC1CN1,Cc1cc[nH]n1,8
c1c(nco1)N,CC(=O)CC=O,8
C1C2CCC12,c1[nH]nc(n1)O,11
C1C2C1C1NC21,CC(=NO)C(=NO)C,10
CCCCOC,Cc1ccon1,6
CC1=NCCO1,C12C3C1N1C2C31,5
c1[nH]nc(n1)O,Cc1c(nco1)N,5
C(C#N)C#N,c1c(non1)N,8
COC(C)C=O,C1CN1C(=O)N,6
C1CC1O,c1c(nn[nH]1)O,9
CC(=O)N,c1(=O)[nH]nno1,6
C(C=O)O,O=C1CC2CC12,7
CCCN1CC1,C1OC1C1CO1,4
CCC1CC1,CC(=NO)CC=O,7
c1nnon1,CC(O)C(C)=NO,11
OC(C=O)C#C,Cc1[nH]ncn1,9
c1cc([nH]c1)O,Cn1ccc(c1)O,9
CC(N)C#N,C#CCC#N,3
C(#N)C(C#N)O,N=C1OC=CC=C1,9
O=C1OC2CC12,Cc1ccccc1,11
C#CC1CO1,C1CC1OC=O,5
Cn1ccnn1,Cc1cnc([nH]1)O,9
C1CC(=NO)C=C1,c1c(nc([nH]1)O)N,10
C#CC1COC1,CC1CC2OC12,4
C1CC(=O)C1,Cc1coc(n1)C,9
COC=O,C1CC1(C#N)N,8
NC(=O)OC=N,CC1OC1CO,6
CC1OC2CC12,c1(=O)[nH]nno1,6
c1cnn[nH]1,Cn1cccn1,8
C1C2CCC12,N=C1CCCO1,4
C(=O)C(=O)C=O,Cc1c[nH]c(n1)C,11
CC(=O)NC,CC(C)CC#N,5
CC(CO)C#N,COC1COC1,4
CC(C#N)C#N,CCN=COC,6
CCC1(CC1)O,COCCC=O,4
CC#CCO,CC(=O)COC,5
CC(C=O)C#C,c1cc([nH]c1N)O,9
CC(=O)C#N,Cc1ccc(o1)N,9
C(C=O)C(=O)N,c1c(nn[nH]1)N,8
CC1COC1=O,Cc1c(cco1)N,9
CCC(=O)C#C,C1C2CCOC12,5
CC(=O)CC=O,CC1C2COC12,5
CCOCC#N,N=C1N=CNC=N1,8
C#CCN1CC1,CC(C)N1CC1,2
c1[nH]c(=O)[nH]n1,N=C1C=COC=N1,8
CC#CC1CC1,CC(O)C1CC1,4
C1CCCC1,CC(=NO)CCO,6
c1[nH]cnn1,CC1COC1=O,11
CC(=O)COC,Cc1cc[nH]c1O,8
CC(C)(C)C#N,CC(=O)NC=O,7
COC(=O)CN,O1C2C1C1OC21,6
